ID,Name,Age,Height,Weight,Nationality,Overall,Potential,Growth,Club,ValueEUR,WageEUR,ReleaseClause,Position,ContractUntil,ClubJoined,NationalTeam,PreferredFoot,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal
211999,R. Khedira,27,188,84,Germany,74,75,1,1. FC Union Berlin,4300000,24000,8100000,CM,2025.0,2021,Not in team,Right,3,2,Medium,Medium,48,43,58,61,76,80
186143,O. Norwood,30,175,69,Northern Ireland,74,74,0,Sheffield United,4000000,26000,7600000,CM,2023.0,2019,Not in team,Right,3,2,Medium,Medium,51,67,77,67,68,64
204320,X. Mercier,31,174,71,France,74,74,0,Oud-Heverlee Leuven,3500000,14000,5300000,LF,2023.0,2019,Not in team,Right,3,3,Medium,Medium,68,71,79,73,52,64
226592,J. Jankto,25,180,74,Czech Republic,74,77,3,Getafe CF,5500000,22000,12000000,LM,2026.0,2021,Czech Republic,Left,3,4,High,High,75,71,70,74,67,63
227873,A. Touré,25,183,81,France,74,77,3,Eintracht Frankfurt,5000000,21000,8900000,SUB,2023.0,2019,Not in team,Right,3,3,Medium,Medium,79,57,67,73,72,72
195361,Javi López,35,179,78,Spain,74,74,0,Adelaide United,1300000,3000,1600000,RB,2022.0,2020,Not in team,Right,3,3,Medium,Medium,64,53,70,69,70,74
137506,G. Pandev,37,184,75,North Macedonia,74,74,0,Genoa,1400000,13000,2500000,SUB,2022.0,2015,Not in team,Left,3,4,Medium,Low,54,78,72,79,37,49
210722,Júlio Tavares,32,188,82,Cape Verde Islands,74,74,0,Al Faisaly,3400000,16000,5600000,ST,2022.0,2020,Not in team,Right,3,3,High,Medium,58,75,56,68,30,85
235042,D. Liénard,33,181,77,France,74,74,0,RC Strasbourg Alsace,2600000,21000,5200000,CM,2023.0,2013,Not in team,Left,3,3,Medium,Medium,54,70,79,73,62,70
183332,F. Bartels,34,176,69,Germany,74,74,0,Holstein Kiel,2000000,24000,3200000,RW,2022.0,2020,Not in team,Right,3,4,Medium,Low,77,70,72,78,42,49
189725,T. Cleverley,31,175,67,England,74,74,0,Watford,3500000,43000,6700000,CAM,2022.0,2017,Not in team,Right,3,3,High,Medium,60,69,74,73,61,65
198949,K. Malcuit,29,178,77,France,74,74,0,Napoli,3700000,44000,6300000,SUB,2022.0,2018,Not in team,Right,3,3,High,Medium,75,62,70,75,72,71
226085,Léo Jardim,26,188,82,Brazil,74,78,4,LOSC Lille,4500000,21000,8900000,SUB,2024.0,2019,Not in team,Right,2,1,Medium,Medium,76,72,68,75,42,69
230437,Elias Fontoira,25,186,74,Brazil,74,74,0,Internacional,4099999,20000,7800000,CDM,2024.0,2021,Not in team,Right,3,2,Medium,Medium,69,69,74,73,73,70
235813,R. Marin,25,178,75,Romania,74,78,4,Cagliari,6000000,26000,10700000,CM,2025.0,2021,Romania,Right,4,4,Medium,Medium,67,73,78,74,61,65
243237,L. Pellegrini,22,178,72,Italy,74,82,8,Juventus,9000000,42000,16700000,SUB,2023.0,2019,Not in team,Left,4,2,High,Medium,83,54,64,73,69,61
231207,J. Lucumí,23,187,84,Colombia,74,82,8,KRC Genk,8500000,12000,14500000,CB,2023.0,2018,Not in team,Left,3,2,Medium,High,68,28,59,62,73,80
235047,J. Menéndez,27,164,63,Argentina,74,74,0,Real Salt Lake,4500000,9000,6500000,RM,2024.0,2021,Not in team,Left,5,3,High,Medium,89,69,68,74,42,53
254247,M. Mohamed,23,185,78,Egypt,74,81,7,Galatasaray SK,8500000,42000,18700000,SUB,2024.0,2019,Not in team,Right,4,2,Medium,Medium,70,75,57,69,38,79
191783,V. Berisha,28,176,81,Kosovo,74,74,0,Stade de Reims,4200000,23000,8400000,SUB,2024.0,2020,Not in team,Right,4,4,Medium,Medium,71,70,71,77,58,77
248872,R. Sánchez,25,170,70,Paraguay,74,79,5,Club América,6000000,36000,10700000,CM,2024.0,2019,Not in team,Right,3,3,High,Medium,76,69,71,74,70,75
200478,J. Hendrick,29,185,79,Republic of Ireland,74,74,0,Newcastle United,4099999,34000,7800000,SUB,2024.0,2020,Republic of Ireland,Right,3,3,Medium,Medium,64,68,74,74,70,74
187421,J. Hernández,32,171,78,Mexico,74,74,0,Pachuca,2800000,15000,4800000,CDM,2022.0,2012,Not in team,Right,3,3,Medium,High,66,60,70,69,70,77
235026,O. Richards,23,174,74,England,74,82,8,FC Bayern München,9000000,40000,16700000,SUB,2025.0,2021,Not in team,Left,2,3,Medium,High,81,46,60,73,69,63
186392,J. Ward,31,188,83,England,74,74,0,Crystal Palace,3100000,39000,5900000,RB,2023.0,2012,Not in team,Right,3,3,Medium,High,54,52,67,66,77,71
212755,J. Hendrix,26,181,75,Netherlands,74,76,2,Spartak Moskva,4700000,39000,7900000,CDM,2024.0,2021,Not in team,Left,2,2,Medium,High,65,59,67,69,72,76
224019,Pedro Chirivella,24,178,66,Spain,74,78,4,FC Nantes,5500000,18000,11400000,CDM,2023.0,2020,Not in team,Right,3,3,Low,Medium,64,52,70,72,67,69
210964,F. Ceccherini,29,187,75,Italy,74,75,1,Hellas Verona,3900000,22000,6900000,CB,2023.0,2021,Not in team,Right,4,2,Medium,Medium,63,43,53,62,76,71
235029,F. Chalov,23,180,77,Russia,74,80,6,PFC CSKA Moscow,6500000,34000,11700000,RM,2024.0,2015,Not in team,Right,4,3,High,Low,75,72,67,75,33,63
207894,T. Strobl,31,188,87,Germany,74,74,0,FC Augsburg,3000000,20000,5400000,SUB,2023.0,2020,Not in team,Right,3,2,Medium,Medium,43,49,65,57,74,78
234774,K. Laifis,28,186,82,Cyprus,74,74,0,Standard de Liège,3600000,14000,5400000,SUB,2022.0,2018,Not in team,Left,3,2,Medium,Medium,66,58,67,69,75,74
188182,L. Balogun,33,190,88,Nigeria,74,74,0,Rangers FC,2000000,39000,3600000,CB,2022.0,2020,Not in team,Right,3,2,Medium,Medium,70,45,59,60,73,79
236311,M. Rog,25,180,73,Croatia,74,76,2,Cagliari,5500000,26000,9800000,RES,2024.0,2020,Not in team,Right,3,3,High,Medium,71,66,73,75,63,69
206104,S. Dursun,29,190,80,Germany,74,74,0,Fenerbahçe SK,4200000,43000,8000000,SUB,2024.0,2021,Not in team,Right,4,3,High,Medium,63,73,57,73,31,74
247832,Thierry Correia,22,176,69,Portugal,74,80,6,Valencia CF,6500000,22000,15000000,SUB,2024.0,2019,Not in team,Right,4,3,High,Medium,91,46,65,73,67,69
186648,T. Kádár,31,188,84,Hungary,74,74,0,Tianjin Jinmen Tiger FC,2900000,16000,0,CB,2021.0,2020,Not in team,Left,2,2,Low,High,68,34,65,61,74,82
246045,P. De la Vega,20,177,71,Argentina,74,86,12,Club Atlético Lanús,10000000,13000,17000000,SUB,2023.0,2018,Not in team,Right,3,4,High,Medium,86,70,69,76,50,73
255000,T. Moffi,22,188,82,Nigeria,74,82,8,FC Lorient,9500000,17000,20900000,ST,2024.0,2020,Not in team,Left,3,2,High,Medium,74,74,53,70,24,75
162329,K. El Ahmadi,36,181,78,Morocco,74,74,0,Al Ittihad,825000,21000,1400000,CDM,2022.0,2018,Not in team,Right,2,3,Low,Medium,57,58,67,67,72,76
215322,J. Silva,27,179,72,Argentina,74,75,1,Getafe CF,4400000,21000,9600000,SUB,2025.0,2021,Not in team,Left,3,3,Medium,Medium,72,60,67,72,71,76
225562,Merquelanz,26,176,72,Spain,74,75,1,Rayo Vallecano,5000000,26000,0,SUB,2022.0,2014,Not in team,Left,3,3,Medium,Medium,72,77,75,74,45,66
245275,T. Bašić,24,190,82,Croatia,74,79,5,Lazio,6500000,38000,11500000,RES,2026.0,2021,Not in team,Left,3,3,High,Medium,54,64,75,73,69,76
186395,M. Ritchie,31,172,76,Scotland,74,74,0,Newcastle United,3100000,30000,5900000,LWB,2023.0,2016,Not in team,Left,4,4,High,High,65,73,75,76,65,69
210972,Manquillo,27,178,76,Spain,74,75,1,Newcastle United,4400000,30000,8700000,RWB,2024.0,2017,Not in team,Right,3,3,Medium,Medium,70,44,63,72,72,66
219932,A. Sanabria,25,181,73,Paraguay,74,79,5,Torino F.C.,6500000,36000,11500000,RF,2025.0,2021,Not in team,Right,4,4,High,Medium,73,72,70,75,32,62
230173,Nilson Alfarinho,37,190,89,Brazil,74,74,0,São Paulo,475000,15000,903000,GK,2024.0,2021,Not in team,Right,3,1,Medium,Medium,68,71,72,77,38,78
238621,Rodrigo Becão,25,191,79,Brazil,74,78,4,Udinese Calcio,5500000,14000,10300000,CB,2024.0,2019,Not in team,Right,2,2,Low,Medium,49,33,55,46,77,71
231485,A. Tuanzebe,23,185,75,England,74,81,7,Aston Villa,8000000,60000,0,CB,2022.0,2015,Not in team,Right,3,3,Medium,Medium,81,36,63,68,73,73
237629,A. Maier,22,186,79,Germany,74,82,8,FC Augsburg,9500000,31000,0,SUB,2022.0,2017,Not in team,Right,3,3,Medium,Medium,68,57,71,75,68,71
227647,M. Mittelstädt,24,180,71,Germany,74,79,5,Hertha BSC,6000000,28000,10700000,SUB,2023.0,2015,Not in team,Left,3,3,High,Medium,80,62,67,74,71,67
246748,Aihen Muñoz,23,175,68,Spain,74,81,7,Real Sociedad,8000000,20000,18400000,LB,2022.0,2017,Not in team,Left,3,3,High,Medium,77,53,69,71,72,66
231640,Ontiveros,23,172,75,Spain,74,80,6,CA Osasuna,6500000,23000,0,SUB,2022.0,2019,Not in team,Right,3,4,High,Low,77,74,72,76,35,54
226777,C. Larin,26,188,90,Canada,74,75,1,Beşiktaş JK,5000000,38000,9900000,SUB,2022.0,2018,Canada,Right,4,3,High,Low,71,74,59,70,26,78
230361,Mauro Cildinho,25,172,64,Brazil,74,74,0,Atlético Clube Goianiense,4200000,11000,8000000,RB,2024.0,2021,Not in team,Right,3,3,Medium,Medium,74,46,68,75,69,58
251353,K. Laba,29,183,82,Togo,74,74,0,Al Ain FC,4200000,1000,9000000,ST,2024.0,2019,Not in team,Right,4,3,High,Low,78,74,62,68,25,77
199386,B. Linssen,30,170,64,Netherlands,74,74,0,Feyenoord,4099999,11000,6200000,ST,2023.0,2020,Not in team,Right,2,3,High,High,77,74,67,73,45,70
234458,C. Quintana,33,190,88,Argentina,74,74,0,Argentinos Juniors,2000000,12000,3000000,SUB,2023.0,2019,Not in team,Left,3,2,Low,High,51,32,47,49,75,81
224987,I. Provedel,27,192,84,Italy,74,76,2,Spezia,3900000,12000,7300000,SUB,2022.0,2020,Not in team,Right,2,1,Medium,Medium,75,73,66,75,42,72
245211,J. Teze,21,183,68,Netherlands,74,81,7,PSV,8000000,10000,12800000,SUB,2024.0,2016,Not in team,Right,3,2,Medium,High,82,48,63,67,74,77
235996,N. Moumi Ngamaleu,26,181,74,Cameroon,74,74,0,BSC Young Boys,4600000,16000,6900000,LM,2023.0,2017,Not in team,Right,3,3,Medium,Medium,91,70,65,75,34,74
244700,Y. Dyupin,33,187,84,Russia,74,74,0,Free agent,0,0,0,,,2019,Russia,Right,3,1,Medium,Medium,76,71,68,78,21,74
186589,I. Radovanović,32,187,80,Serbia,74,74,0,Genoa,2700000,14000,4900000,SUB,2022.0,2019,Not in team,Right,2,2,Medium,High,51,59,69,66,75,75
209620,B. Rahman,26,180,72,Ghana,74,75,1,Reading,4500000,66000,0,LB,2022.0,2015,Not in team,Left,3,3,High,Medium,77,53,66,73,70,72
253149,J. Frimpong,20,171,63,Netherlands,74,84,10,Bayer 04 Leverkusen,9000000,25000,17100000,RB,2025.0,2021,Not in team,Right,3,3,High,Medium,91,50,66,79,65,69
192991,C. Tosun,30,183,78,Turkey,74,74,0,Everton,4099999,63000,7800000,RES,2022.0,2018,Not in team,Right,4,3,High,Low,66,76,65,72,36,73
193247,H. Lindner,30,188,82,Austria,74,74,0,FC Basel 1893,2800000,10000,4200000,GK,2023.0,2020,Not in team,Right,3,1,Medium,Medium,78,71,67,75,42,73
183520,Fran Mérida,31,173,73,Spain,74,74,0,RCD Espanyol de Barcelona,3000000,15000,6300000,SUB,2022.0,2020,Not in team,Left,3,3,Medium,Medium,58,72,77,72,67,71
201953,J. Sánchez Miño,31,177,74,Argentina,74,74,0,Estudiantes de La Plata,3100000,11000,4700000,LM,2021.0,2021,Not in team,Left,2,4,Medium,Medium,72,70,75,72,70,71
216033,J. Broun,35,190,90,Argentina,74,74,0,Rosario Central,475000,8000,713000,GK,2022.0,2021,Not in team,Right,3,1,Medium,Medium,71,68,69,77,43,76
238050,C. Ejuke,23,174,72,Nigeria,74,81,7,PFC CSKA Moscow,8500000,31000,15300000,SUB,2024.0,2020,Not in team,Right,3,4,High,High,94,68,63,79,37,59
239842,G. Giakoumakis,26,185,84,Greece,74,77,3,Celtic,5500000,47000,10300000,ST,2026.0,2021,Greece,Right,3,2,Medium,Medium,70,75,48,68,28,78
204771,R. Baca,31,173,66,Mexico,74,74,0,Cruz Azul,3000000,44000,5100000,CDM,2022.0,2013,Not in team,Right,3,3,Medium,High,76,60,71,72,66,78
220131,M. Diagne,29,191,86,Senegal,74,74,0,Galatasaray SK,4200000,50000,8400000,SUB,2023.0,2019,Not in team,Right,4,2,Medium,Low,64,76,57,61,29,73
204757,Toño García,31,179,69,Spain,74,74,0,SD Eibar,3100000,10000,5000000,LB,2023.0,2021,Not in team,Left,3,3,High,Medium,78,64,73,76,67,67
201939,C. Piccini,28,189,86,Italy,74,74,0,Valencia CF,3800000,27000,8000000,SUB,2022.0,2018,Not in team,Right,2,3,Medium,Medium,73,42,63,70,74,74
233791,A. Maksimenko,23,187,82,Russia,74,81,7,Spartak Moskva,7000000,26000,12600000,GK,2023.0,2015,Not in team,Left,3,1,Medium,Medium,75,70,67,78,48,72
190156,Rubén Pérez,32,178,72,Spain,74,74,0,Panathinaikos FC,3300000,850,7300000,CDM,2023.0,2021,Not in team,Right,3,2,Medium,Medium,49,65,70,65,74,74
224251,R. Zentner,26,194,96,Germany,74,77,3,1. FSV Mainz 05,4200000,16000,7900000,GK,2023.0,2017,Not in team,Right,3,1,Medium,Medium,74,70,64,79,65,72
189946,V. Manceau,31,176,70,France,74,74,0,Angers SCO,3100000,19000,6200000,CB,2022.0,2008,Not in team,Right,3,2,Medium,High,45,47,70,73,75,72
237560,M. Djenepo,23,177,65,Mali,74,80,6,Southampton,6500000,37000,13700000,LM,2023.0,2019,Not in team,Right,3,3,High,Medium,82,68,66,80,36,65
230392,Ailtio Coelho,29,176,75,Brazil,74,74,0,São Paulo,4099999,32000,7800000,LM,2024.0,2021,Not in team,Left,3,2,Medium,Medium,82,72,71,74,38,60
210423,A. Rusnák,26,175,73,Slovakia,74,75,1,Real Salt Lake,5000000,8000,7600000,CAM,2021.0,2017,Not in team,Right,4,3,High,Medium,70,74,74,75,45,64
216054,N. Domínguez,31,183,71,Argentina,74,74,0,Racing Club,2900000,15000,4400000,CB,2021.0,2019,Not in team,Right,3,3,Medium,Medium,58,61,70,68,74,74
200438,Guilherme,30,174,70,Brazil,74,74,0,Guangzhou City,4099999,15000,6400000,RM,2021.0,2021,Not in team,Left,3,4,High,Low,91,67,69,76,51,67
189172,Fidel,31,180,74,Spain,74,74,0,Elche CF,3500000,18000,7400000,CM,2022.0,2019,Not in team,Left,2,3,High,Medium,74,71,73,72,47,66
251892,Beto,23,194,88,Portugal,74,81,7,Udinese Calcio,8500000,8000,0,SUB,2022.0,2019,Not in team,Right,3,2,High,Medium,71,74,54,68,24,78
230326,Lino Essier,29,183,77,Brazil,74,74,0,São Paulo,3500000,30000,6700000,CB,2024.0,2021,Not in team,Left,1,2,Medium,Medium,67,45,68,66,73,79
226765,L. Gamba,34,170,70,Argentina,74,74,0,Rosario Central,2100000,17000,3200000,ST,2022.0,2019,Not in team,Right,3,3,High,Medium,88,73,70,77,28,62
184274,C. Basham,32,190,80,England,74,74,0,Sheffield United,2700000,23000,5100000,CB,2022.0,2014,Not in team,Right,2,2,High,Medium,61,43,61,63,74,79
177358,M. Schneiderlin,31,186,79,France,74,74,0,OGC Nice,3000000,24000,5700000,SUB,2023.0,2020,Not in team,Right,4,3,Low,High,51,57,70,69,73,75
138703,A. D'Alessandro,40,174,69,Argentina,74,74,0,Club Nacional de Football,0,850,0,SUB,2021.0,2021,Not in team,Left,3,4,Medium,Low,42,71,80,74,38,48
222671,Everaldo,29,181,80,Brazil,74,74,0,Kashima Antlers,4200000,11000,5500000,SUB,2022.0,2020,Not in team,Right,3,3,Medium,Low,78,73,61,70,44,77
241103,Z. Vanheusden,21,187,78,Belgium,74,82,8,Genoa,9000000,43000,0,CB,2022.0,2021,Not in team,Right,3,2,Medium,Medium,60,45,63,66,75,74
198352,S. Bell,29,192,88,Germany,74,74,0,1. FSV Mainz 05,3500000,21000,6300000,CB,2023.0,2010,Not in team,Right,2,2,Low,Medium,40,38,52,48,76,73
211408,K. Linetty,26,176,73,Poland,74,76,2,Torino F.C.,5000000,35000,8900000,SUB,2024.0,2020,Poland,Right,3,3,High,High,67,63,71,75,72,69
190416,D. Le Tallec,31,187,77,France,74,74,0,AEK Athens,3000000,1000,6600000,CM,2023.0,2021,Not in team,Right,4,2,Medium,High,67,62,67,69,75,76
230353,Germano Cuba,25,170,68,Brazil,74,74,0,Palmeiras,4200000,27000,8000000,SUB,2024.0,2021,Not in team,Left,3,3,High,Medium,88,68,68,77,67,57
218066,M. Samatta,28,183,80,Tanzania,74,74,0,Royal Antwerp FC,4300000,43000,0,ST,2022.0,2020,Not in team,Right,4,3,Medium,Medium,80,71,66,71,31,73
236498,S. Lammers,24,191,77,Netherlands,74,78,4,Eintracht Frankfurt,6000000,35000,0,ST,2022.0,2020,Not in team,Left,5,4,Medium,Medium,75,75,61,77,34,66
237539,L. Singh,23,171,60,South Africa,74,78,4,F.C. København,6000000,18000,8300000,SUB,2025.0,2021,Not in team,Right,4,3,High,Medium,88,70,67,77,38,43
216036,R. Delgado,31,178,78,Argentina,74,74,0,Club Atlético Colón,2900000,12000,4400000,CB,2022.0,2020,Not in team,Left,3,3,High,Medium,80,65,72,73,72,81
225252,J. Duque,29,174,68,Colombia,74,74,0,Club Atlético de San Luis,3600000,14000,6100000,SUB,2023.0,2021,Not in team,Right,3,2,Medium,High,64,44,61,64,72,76
193091,B. Nuytinck,31,190,82,Netherlands,74,74,0,Udinese Calcio,2900000,14000,5200000,CB,2023.0,2017,Not in team,Left,2,2,Low,Medium,33,40,54,54,77,69
243952,A. Lunin,22,192,87,Ukraine,74,85,11,Real Madrid CF,8000000,59000,18000000,SUB,2024.0,2018,Not in team,Right,3,1,Medium,Medium,71,70,73,76,37,74
178160,T. Mangani,34,183,79,France,74,74,0,Angers SCO,1900000,21000,3800000,CDM,2022.0,2015,Not in team,Left,3,3,Low,Medium,48,69,76,69,70,72
236527,S. Cáseres,24,177,77,Argentina,74,80,6,Vélez Sarsfield,6000000,20000,0,CM,2021.0,2018,Not in team,Right,3,3,Medium,High,65,55,68,71,68,78
229359,Jorge Miramón,32,175,74,Spain,74,74,0,Levante Unión Deportiva,2900000,21000,6100000,RB,2022.0,2019,Not in team,Right,3,3,High,Medium,73,58,73,70,71,73
224494,R. Henry,23,170,66,England,74,79,5,Brentford,6000000,31000,12500000,LWB,2023.0,2016,Not in team,Left,2,3,High,Medium,91,40,60,73,67,70
208622,Rubén Sobrino,29,185,73,Spain,74,74,0,Cádiz CF,4200000,28000,9200000,SUB,2024.0,2021,Not in team,Right,4,3,High,Medium,78,76,62,72,37,66
203502,B. Decordova-Reid,28,170,68,Jamaica,74,74,0,Fulham,4200000,47000,8000000,LM,2023.0,2020,Not in team,Right,3,3,High,High,79,72,69,76,57,63
233965,A. Castro-Montes,24,175,67,Belgium,74,78,4,KAA Gent,6000000,17000,9500000,RM,2024.0,2019,Not in team,Right,4,3,High,High,74,71,72,74,69,68
230468,José Mirazar,25,180,74,Brazil,74,74,0,Grêmio,4700000,24000,8900000,LW,2024.0,2021,Not in team,Left,3,3,Medium,Medium,72,65,76,77,35,63
204612,O. Selnæs,26,187,77,Norway,74,75,1,Hebei FC,4900000,12000,0,CM,2021.0,2019,Not in team,Left,3,3,High,Medium,68,68,74,74,69,78
215363,L. Montipò,25,191,82,Italy,74,80,6,Hellas Verona,5000000,11000,0,GK,2022.0,2019,Not in team,Right,2,1,Medium,Medium,74,71,70,76,41,72
188388,R. Boudebouz,31,177,74,Algeria,74,74,0,AS Saint-Étienne,3500000,27000,7000000,SUB,2022.0,2019,Not in team,Left,4,4,High,Low,66,74,75,76,40,59
215107,H. Villalba,26,172,75,Paraguay,74,74,0,Club Libertad,4600000,1000,10100000,RM,2021.0,2020,Not in team,Left,4,4,High,Medium,90,72,66,77,45,62
208451,R. Quaison,27,183,77,Sweden,74,75,1,Ettifaq FC,4900000,28000,8500000,LM,2024.0,2021,Sweden,Right,3,3,High,Medium,71,75,67,78,44,70
204355,P. Dummett,29,183,82,Wales,74,74,0,Newcastle United,3500000,32000,6700000,RES,2022.0,2010,Not in team,Left,2,2,Medium,Medium,64,40,63,67,76,70
230978,T. Awoniyi,23,183,85,Nigeria,74,79,5,1. FC Union Berlin,6500000,25000,12200000,ST,2024.0,2021,Not in team,Right,2,3,High,Medium,78,73,60,71,32,76
227394,C. González,28,183,80,Paraguay,74,74,0,Tigres U.A.N.L.,4300000,42000,6900000,ST,2023.0,2021,Not in team,Right,3,3,Medium,Low,61,74,53,66,35,76
231745,L. Dimata,23,185,81,Belgium,74,79,5,RCD Espanyol de Barcelona,6500000,16000,14100000,SUB,2024.0,2021,Not in team,Right,3,3,High,High,77,73,64,70,40,77
230465,Allan Bardinho,29,175,72,Brazil,74,74,0,Ceará Sporting Club,4099999,14000,7800000,CAM,2024.0,2021,Not in team,Left,4,4,Medium,Medium,65,69,73,77,35,54
216385,R. Ortiz,31,174,75,Paraguay,74,74,0,Club Olimpia,3000000,1000,6600000,CM,2022.0,2017,Not in team,Left,2,3,High,High,75,68,67,72,71,82
205633,L. Castro,32,182,76,Argentina,74,74,0,Adana Demirspor,3300000,17000,6600000,SUB,2022.0,2021,Not in team,Right,4,4,High,Medium,66,68,76,77,65,66
169792,J. Rodriguez,31,185,84,England,74,74,0,Burnley,3600000,33000,6800000,SUB,2022.0,2019,Not in team,Right,4,3,High,Medium,67,76,67,73,42,66
203505,J. Bryan,27,173,75,England,74,74,0,Fulham,4099999,41000,7800000,SUB,2023.0,2018,Not in team,Left,4,3,High,High,78,64,69,69,69,75
237297,Y. Osorio,27,189,77,Venezuela,74,77,3,Parma,4800000,25000,9000000,CB,2024.0,2020,Not in team,Right,2,2,Medium,Medium,55,31,44,50,73,81
242418,T. Lamptey,20,163,62,England,74,84,10,Brighton & Hove Albion,9000000,29000,18900000,SUB,2025.0,2020,Not in team,Right,3,2,High,Medium,87,44,66,75,67,52
199667,R. Funes Mori,30,186,79,Argentina,74,74,0,Al Nassr,3500000,29000,6000000,CB,2023.0,2021,Not in team,Left,3,2,Medium,Medium,57,50,64,65,74,74
199909,P. Pervan,33,194,92,Austria,74,74,0,VfL Wolfsburg,1400000,33000,2400000,SUB,2022.0,2018,Austria,Right,4,1,Medium,Medium,72,74,69,75,29,72
220901,David Raya,25,183,75,Spain,74,78,4,Brentford,4600000,27000,9500000,GK,2023.0,2019,Not in team,Right,3,1,Medium,Medium,73,73,76,74,51,70
234725,I. Doumbia,23,187,80,Côte d'Ivoire,74,80,6,SV Zulte Waregem,6500000,11000,0,RES,2022.0,2019,Not in team,Right,3,3,Low,High,66,59,70,70,72,82
244197,Corpas,29,178,72,Spain,74,74,0,SD Eibar,4099999,11000,6600000,RM,2024.0,2021,Not in team,Right,3,3,Medium,Medium,86,67,69,74,36,58
184037,M. Kelly,31,191,77,England,74,74,0,Crystal Palace,2900000,39000,5500000,SUB,2022.0,2014,Not in team,Right,3,2,Low,Medium,50,44,59,61,76,68
243686,Chiquinho,25,174,68,Portugal,74,77,3,SC Braga,5500000,12000,0,SUB,2022.0,2019,Not in team,Right,3,4,High,Medium,71,70,75,78,54,51
240359,O. Alderete,24,188,77,Paraguay,74,80,6,Valencia CF,6000000,28000,0,CB,2022.0,2020,Not in team,Left,3,2,Medium,Medium,66,56,59,63,74,77
226536,O. Colley,28,191,87,Gambia,74,75,1,U.C. Sampdoria,4000000,17000,7100000,CB,2025.0,2018,Not in team,Left,3,2,Medium,High,68,31,48,52,72,83
162280,A. Mierzejewski,34,176,73,Poland,74,74,0,Shanghai Shenhua FC,2000000,15000,0,CM,2021.0,2020,Not in team,Left,4,4,High,Low,71,74,73,76,47,73
241130,I. Ganago,22,179,82,Cameroon,74,79,5,Racing Club de Lens,6500000,24000,13500000,ST,2024.0,2020,Not in team,Right,3,3,High,Medium,82,74,58,76,34,68
215531,D. Türüç,28,177,75,Turkey,74,74,0,İstanbul Başakşehir FK,4200000,32000,8400000,LM,2024.0,2021,Not in team,Left,3,3,High,Medium,74,71,76,74,57,71
208620,Omar Mascarell,28,181,76,Spain,74,74,0,Elche CF,3700000,17000,7800000,SUB,2025.0,2021,Not in team,Right,5,3,Low,Medium,59,60,67,73,70,72
246764,M. Camara,21,169,65,Mali,74,83,9,FC Red Bull Salzburg,9000000,16000,15300000,CDM,2025.0,2019,Not in team,Right,3,3,Medium,High,81,57,66,76,70,75
253932,J. Dos Santos,29,178,79,Uruguay,74,74,0,Gallos Blancos de Querétaro,4200000,12000,6900000,SUB,2024.0,2021,Not in team,Right,3,2,High,Low,76,73,57,69,34,77
230381,Kaimo Lima,25,188,77,Brazil,74,74,0,Fluminense,4099999,18000,7800000,CB,2024.0,2021,Not in team,Left,3,2,Medium,Medium,74,63,69,68,75,70
188938,C. Álvarez,35,186,83,Argentina,74,74,0,Real Zaragoza,475000,5000,760000,GK,2023.0,2017,Not in team,Right,3,1,Medium,Medium,74,72,70,76,47,76
223243,E. Aguilera,32,187,93,Argentina,74,74,0,Club América,2700000,34000,4600000,CB,2021.0,2018,Not in team,Right,2,2,Low,High,62,49,53,43,77,80
238068,M. Richter,23,176,74,Germany,74,78,4,Hertha BSC,6000000,31000,10700000,SUB,2025.0,2021,Not in team,Right,4,3,Medium,Medium,76,70,65,77,27,61
220148,N. Orsini,26,191,92,Argentina,74,75,1,Boca Juniors,5000000,16000,7400000,SUB,2024.0,2021,Not in team,Right,3,2,High,Low,84,73,57,69,31,75
226035,J. Morris,26,183,84,United States,74,74,0,Seattle Sounders FC,4600000,8000,6900000,RES,2022.0,2016,Not in team,Right,2,3,High,High,89,70,68,73,38,81
225523,Lekue,28,180,70,Spain,74,74,0,Athletic Club de Bilbao,3800000,21000,8000000,RB,2023.0,2015,Not in team,Right,3,3,High,Medium,83,64,69,73,68,70
212406,Jordi,27,192,88,Brazil,74,77,3,FC Paços de Ferreira,4099999,8000,8900000,SUB,2022.0,2020,Not in team,Right,3,1,Medium,Medium,75,73,71,78,45,71
231236,M. Cafaro,24,178,74,France,74,78,4,Stade de Reims,6000000,19000,12500000,SUB,2022.0,2017,Not in team,Right,3,4,High,Medium,76,69,72,78,44,61
205495,A. Lozano,28,185,74,Honduras,74,74,0,Cádiz CF,4300000,28000,9500000,LM,2023.0,2020,Not in team,Right,3,3,Medium,Low,78,74,63,69,36,75
188770,A. Mehmedi,30,183,78,Switzerland,74,74,0,VfL Wolfsburg,4099999,49000,7000000,SUB,2022.0,2018,Not in team,Right,3,3,Medium,High,68,74,70,79,43,66
252935,L. Fernández,22,166,66,Uruguay,74,83,9,Tigres U.A.N.L.,9500000,33000,17100000,SUB,2024.0,2019,Not in team,Left,3,4,High,Low,74,72,73,75,41,63
236295,Aarón,24,178,68,Spain,74,78,4,1. FSV Mainz 05,5500000,17000,10300000,SUB,2023.0,2018,Not in team,Left,3,3,High,Medium,64,47,71,74,71,64
